,Unnamed: 0,url,Product_Code,Name,In_Stock,Price,Nib_Size,Condition,Brand,Type,Color,Demonstrator,Body_Material,Cap_Type,Compatible_inks_&_refills,Filling_Mechanism,Grip_Material,Nib_Color,Nib_Material,Postable,Retractable,Trim,Diameter_Body,Diameter_Cap_(without_clip),Diameter_Cap_(with_clip),Diameter_Grip,Length_Body,Length_Cap,Length_Nib,Length_Overall_(Closed),Length_Overall_(Posted),Weight_Body,Weight_Cap,Weight_Overall,Max_Ink_Capacity_Piston_Vac,Max_Ink_Capacity_Cartridge,Max_Ink_Capacity_Converter,Max_Ink_Capacity_Eyedropper,Cap_Rotations,Description
536,536,https://www.gouletpens.com/collections/all-fountain-pens/products/namiki-yukari-maki-e-fountain-pen-milky-way,PN60569,Namiki Yukari Maki-e Fountain Pen - Milky Way,True,"$2,400.00","Fine, Medium, Broad",New,Namiki,Fountain Pens,Black,No,Lacquered metal,Screw-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Two-Tone,18kt Gold,Yes,No,Gold,12mm (0.5in),14.3mm (0.6in),19.2mm (0.8in),9.7mm (0.4in),129.1mm (5.1in),67.8mm (2.7in),21mm (0.8in),142.4mm (5.6in),160.9mm (6.3in),19g (0.7oz),14g (0.5oz),33g (1.2oz),,,,,1.5,"
                                    This Namiki Yukari Milky Way maki-e fountain pen was released in November 2016 by maki-e artisan Michifumi in Japan. It features the Togidashi Maki-e technique (burnished maki-e) and Raden techniques, depicting a sparkling cosmic galaxy scene. The pen has an 18k gold nib in size #10, fills via cartridge/converter (a CON-70 is included), and comes packaged in a wooden box with a bottle of ink. The Yukari Collection vividly expresses the nature of the four seasons, which the Japanese have been familiar with since ancient times, by combining designs with various techniques such as Togidashi-Taka Maki-e (Burnished-Raised Maki-e) and Raden (Mother-of-Pearl). While being a size that can be carried and used every day, it harbors Japanese beauty down to the finest detail. As these pens are truly one-of-a-kind pieces of art, they are warrantied for life by Namiki.Please allow us up to several extra days for shipping of this pen. Please also note we are unable to accept a return of this pen for any reason once it has been used with ink. Please thoroughly inspect and dry test the pen before use.
                                    
                                "
537,537,https://www.gouletpens.com/collections/all-fountain-pens/products/online-vision-magic-fountain-pen-blue,ON36033,ONLINE Vision Magic Fountain Pen - Blue - Closeout,True,$35.00,"Extra-Fine, Fine, Medium",New,ONLINE,Fountain Pens,Blue,No,Aluminum,Snap-cap,"Bottled inks, Standard international short cartridges","Cartridge, Converter",Resin,Black,Steel,Yes,No,Black,11.8mm (0.46 in),11.8mm (0.46 in),18.2mm (0.72 in),9.1mm (0.36 in),125.0mm (4.92 in),55.1mm (2.17 in),16.5mm (0.65 in),137.3mm (5.41 in),167.5mm (6.59 in),15.0g (0.53 oz),9.0g (0.32 oz),24.0g (0.85 oz),,1.53ml,0.73ml,,,"
The ONLINE Vision Magic fountain pen features a shiny blue aluminum barrel with black accents. This snap-cap fountain pen is equipped with a black-colored metal clip and a black JoWo #5 steel nib.  The fountain pen comes with one blue standard international fitted proprietary ink cartridge and includes a standard international converter.
Available in five trendy colors, the Vision demonstrates excellence in quality, design and technique. Each individual pen represents tested quality – Made in Germany.
Click here to shop all compatible short standard international ink cartridges.
"
538,538,https://www.gouletpens.com/collections/all-fountain-pens/products/stipula-etruria-prisma-88-fountain-pen-magma-limited-edition,ST57326,"Stipula Etruria Prisma 88 Fountain Pen - Magma, T-Flex (Limited Edition)",True,$476.00,Flex,New,Stipula,Fountain Pens,"Clear, Orange, Red, Yellow",Yes,Resin,Screw-cap,Bottled inks,Piston,Resin,Gold,Titanium,Yes,No,Gold,15.8mm (0.6in),20.4mm (0.8in),20.4mm (0.8in),10.3mm (0.4in),130.7mm (5.1in),69.4mm (2.7in),22.5mm (0.9in),148.5mm (5.8in),169.6mm (6.7in),25g (0.9oz),13g (0.5oz),38g (1.3oz),2.63ml,,,,1,"
Turned from solid rods of colored Italian resin, the Stipula Etruria Prisma 88 comes with a matte gold clip and mid-ring, decorated in Stipula's classic leaf pattern. The oversize Etruria fountain pen is fitted with Stipula's gold-plated titanium T-flex nib which allows you to write in thick or thin as you adjust your writing pressure. It fills via an internal piston mechanism that allows for maximum ink capacity and flow. Etruria, the vintage collection most associated with the Stipula name, is a reference to its land of origin, the region of Tuscany or 'Etruria' as it was known in ancient times. The color and detail that characterize Stipula's roots are brought to life perfectly with Etruria Magma Prisma 88 limited edition collection. The Magma collection is limited to 193 pieces worldwide, each individually numbered, representing the number of ""Florentine hands"" from the base to the top of the Duomo.
"
539,539,https://www.gouletpens.com/collections/all-fountain-pens/products/opus-88-omar-fountain-pen-purple,OP-96087617F,Opus 88 OMAR Fountain Pen - Purple,True,$123.00,"Extra-Fine, Fine, Medium, Broad, 1.5mm Stub",New,Opus 88,Fountain Pens,Purple,Yes,Resin,Screw-cap,Bottled inks,Eyedropper,Resin,Silver,Steel,Yes,No,Silver,15.8mm (0.62in),17.8mm (0.70in),21.0mm (0.83in),10.8mm (0.43in),136.6mm (5.38in),65.1mm (2.56in),23.0mm (0.91in),149.5mm (5.89in),180.4mm (7.10in),18.0g (0.63oz),16.0g (0.56oz),34.0g (1.20oz),,,,3.62ml,3,"

The Opus 88 OMAR fountain pen is a large eyedropper-filled pen with a piston operated shut-off valve.The purple barrel of this pen is translucent, allowing you to see your ink level. The cap is made of an opaque flecked resin with different shades of purple. The pen features an ivory resin finial and piston knob, a silver clip, and a silver stainless steel #6 JoWo nib. It also comes with a glass eyedropper to fill the pen with your favorite ink.An ebonite piston and rubber gasket seals the feed off from the barrel when fully depressed, reducing the risk of leakage and burping. By unscrewing the blind cap and loosening the rod at the rear of the barrel, you open up the ink flow to the feed. During long writing sessions, leave the shut-off valve open to take advantage of the impressive ink capacity.
"
540,540,https://www.gouletpens.com/collections/all-fountain-pens/products/conklin-mark-twain-crescent-filler-fountain-pen-vintage-green,CK71767-BN,Conklin Mark Twain Crescent Filler Fountain Pen - Vintage Green,True,$156.00,"Extra-Fine, Fine, Medium, Flex",New,Conklin,Fountain Pens,Green,No,Resin,Screw-cap,Bottled inks,Crescent Filler,Resin,Black,Steel,Yes,No,Gold,19.8mm (0.78in),14.6mm (0.57in),18.8mm (0.74in),9.8mm (0.39in),128.5mm (5.06in),66.1mm (2.60in),23mm (0.9in),141.0mm (5.55in),164.8mm (6.49in),18.0g (0.63oz),11.0g (0.39oz),29.0g (1.02oz),2.24ml,,,,1.25,"
Establishing the Conklin Pen Company as a leader in American writing instruments, the Crescent Filler became one of Conklin brand’s signature pens and changed the industry forever. Founder Roy Conklin from Toledo, Ohio, patented the design for the first self-filling pen in 1897, causing his company to thrive. They gained the approval of author Mark Twain, who became the official spokesperson for the Conklin brand.
Handmade in idyllic Florence, Italy, the fountain pens utilize Conklin’s groundbreaking original design that still works as effortlessly as it did a century ago. Each pen is engraved with Mark Twain’s signature along the band, and maintains the original Conklin spring loaded rocker clip that was patented in 1916, which is the perfect addition to any pocket, jacket, or coat. We are excited to exclusively offer this pen with a German-made nib from Bock. For over 75 years Bock has been manufacturing parts for fine writing instruments and we’re confident that you’ll love how these nibs enhance your writing experience!The Bock logo will be imprinted on the nib rather than the imprint shown in the photo, and will not have an imprint to note the nib size.
This exclusive offering only applies to the Extra-Fine, Fine, and Medium nibs, and does not apply to the Omniflex nibs.
"
541,541,https://www.gouletpens.com/collections/all-fountain-pens/products/esterbrook-phaeton-300r-fountain-pen-midnight-black,ES-E306,Esterbrook Phaeton 300R Fountain Pen - Midnight Black,True,$68.00,Medium,New,Esterbrook,Fountain Pens,Black,No,Resin,Snap-cap,Bottled Inks,"Eyedropper, Piston",Resin,Gold,Steel,Yes,No,Gold,11.0mm (0.43in),11.7mm (0.46in),14.2mm (0.56in),8.2mm (0.32in),123.8mm (4.87in),69.4mm (2.73in),4.2mm (0.17in),140.5mm (5.53in),151.8mm (5.98in),8.0g (0.28oz),8.0g (0.28oz),17.0g (0.60oz),0.97ml,,,3.55ml,,"

Legend has it that the president of Esterbrook loved exotic cars. That is why in 1964 the Phaeton 300 was born, offering a sleek fountain pen with a hooded nib. Originally offered as a gift set for Christmas, these pens became a highly sought-after prize in the pen collecting world. The Esterbrook Phaeton rides out into the market once more; reborn as the Phaeton 300R.  The New Phaeton 300R fountain pen is made using 1960’s inspired acrylic colors specially produced for Esterbrook. This black resin pen features a gold-plated hooded nib in medium, and uses a removable plunger style filling system. You can also remove the piston mechanism and fill it via eyedropper if you prefer. A brushed chrome metal cap with gold plated clip adds style to this iconic Esterbrook revival.
"
542,542,https://www.gouletpens.com/collections/all-fountain-pens/products/online-vision-magic-fountain-pen-pink,ON36032,ONLINE Vision Magic Fountain Pen - Pink - Closeout,True,$35.00,"Extra-Fine, Fine, Medium",New,ONLINE,Fountain Pens,Pink,No,Aluminum,Snap-cap,"Bottled inks, Standard international short cartridges","Cartridge, Converter",Resin,Black,Steel,Yes,No,Black,11.8mm (0.46 in),11.8mm (0.46 in),18.2mm (0.72 in),9.1mm (0.36 in),125.0mm (4.92 in),55.1mm (2.17 in),16.5mm (0.65 in),137.3mm (5.41 in),167.5mm (6.59 in),15.0g (0.53 oz),9.0g (0.32 oz),24.0g (0.85 oz),,1.53ml,0.73ml,,,"
The ONLINE Vision Magic fountain pen features a shiny pink aluminum barrel with black accents. This snap-cap fountain pen is equipped with a black-colored metal clip and a black JoWo #5 steel nib.  The fountain pen comes with one blue standard international fitted proprietary ink cartridge and includes a standard international converter.
Available in five trendy colors, the Vision demonstrates excellence in quality, design and technique. Each individual pen represents tested quality – Made in Germany.
Click here to shop all compatible short standard international ink cartridges.

﻿This color is on closeout and will not be restocked; all sales are final.
"
543,543,https://www.gouletpens.com/collections/all-fountain-pens/products/diplomat-excellence-a2-fountain-pen-marrakesh-gold,DP-D40213021,Diplomat Excellence A2 Fountain Pen - Marrakesh Gold,True,$180.00,"Extra-Fine, Fine, Medium",New,Diplomat,Fountain Pens,Brown,No,Lacquered metal,Snap-cap,"Bottled Inks, Standard international long cartridges, Standard international short cartridges","Cartridge, Converter",Resin,Two-Tone,Steel,Yes,No,Gold,13.1mm (0.52in),14.4mm (0.57in),17.5mm (0.69in),10.2mm (0.40in),128.5mm (5.06in),62.9mm (2.48in),22.4mm (0.88in),138.5mm (5.45in),154.0mm (6.06in),28.0g (0.99oz),18.0g (0.63oz),46.0g (1.62oz),,1.70ml,1.16ml,,,"
This Diplomat Excellence A2 fountain pen features a high quality multi-layered brown lacquer finish with gold-plated trim. It has a satisfying soft sliding click cap that posts securely onto the barrel when writing, and it has a new spring-loaded clip made of solid metal. It features a gold-plated smooth writing #6 JoWo stainless steel nib, a black resin grip, and fills via standard international cartridge/converter (both are included).
Click to shop all compatible short or long standard international ink cartridges.
"
544,544,https://www.gouletpens.com/collections/all-fountain-pens/products/namiki-yukari-maki-e-fountain-pen-shooting-star,PN60551,Namiki Yukari Maki-e Fountain Pen - Shooting Star,True,"$2,400.00","Fine, Medium, Broad",New,Namiki,Fountain Pens,Black,No,Lacquered metal,Screw-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Two-Tone,18kt Gold,Yes,No,Gold,12mm (0.5in),14.3mm (0.6in),19.2mm (0.8in),9.7mm (0.4in),129.1mm (5.1in),67.8mm (2.7in),21mm (0.8in),142.4mm (5.6in),160.9mm (6.3in),19g (0.7oz),14g (0.5oz),33g (1.2oz),,,,,1.5,"
                                    This Namiki Yukari Shooting Star maki-e fountain pen was released in November 2016 by maki-e artisan Misa in Japan. It features the Togidashi Maki-e technique (burnished maki-e) and Raden, depicting a sparkling cosmic scene with shooting stars. The pen has an 18k gold nib in size #10, fills via cartridge/converter (a CON-70 is included), and comes packaged in a wooden box with a bottle of ink. The Yukari Collection vividly expresses the nature of the four seasons, which the Japanese have been familiar with since ancient times, by combining designs with various techniques such as Togidashi-Taka Maki-e (Burnished-Raised Maki-e) and Raden (Mother-of-Pearl). While being a size that can be carried and used every day, it harbors Japanese beauty down to the finest detail. As these pens are truly one-of-a-kind pieces of art, they are warrantied for life by Namiki.Please allow us up to several extra days for shipping of this pen. Please also note we are unable to accept a return of this pen for any reason once it has been used with ink. Please thoroughly inspect and dry test the pen before use.
                                    
                                "
545,545,https://www.gouletpens.com/collections/all-fountain-pens/products/namiki-nippon-art-maki-e-fountain-pen-golden-pheasant,PN60407,Namiki Nippon Art Maki-e Fountain Pen - Golden Pheasant,True,$750.00,"Fine, Medium",New,Namiki,Fountain Pens,Black,No,Lacquered metal,Screw-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Gold,14kt Gold,Yes,No,Gold,11.8mm (0.5in),14.1mm (0.6in),19.1mm (0.8in),9.8mm (0.4in),129.4mm (5.1in),67.4mm (2.7in),21.3mm (0.8in),142.2mm (5.6in),154.3mm (6.1in),18.1g (0.6oz),13.6g (0.5oz),31.7g (1.1oz),,,,,1.75,"
                                    This Namiki maki-e fountain pen was created by a collaboration of maki-e artists (Kokkokai) in Japan. The Nippon Art collection features the Hira Maki-e technique (flat maki-e), depicting a golden pheasant. The pen has a 14k gold nib in size #10, fills via cartridge/converter (a CON-70 is included), and comes packaged in a velvet-lined wooden box. The Nippon Art Collection takes traditional Japanese and auspicious subjects known the world over, and has them drawn on a black lacquered background in Hira Maki-e (Flat Maki-e). The shiny black of the lacquer, along with the overflowing vibrancy from each work makes it a sight to behold. With the Hira Maki-e technique, the lacquered main design is decorated with sprinkled gold and silver powders. Several additional layers of lacquer are then applied. After the lacquer is hardened, it is then burnished. As these pens are truly one-of-a-kind pieces of art, they are warrantied for life by Namiki. Please allow us up to several extra days for shipping of this pen. Please also note we are unable to accept a return of this pen for any reason once it has been used with ink. Please thoroughly inspect and dry test the pen before use.
"
546,546,https://www.gouletpens.com/collections/all-fountain-pens/products/lamy-dialog-3-fountain-pen-piano-white,LMY-L74PWEEF,LAMY Dialog 3 Fountain Pen - Piano White,True,$319.20,"Extra-Fine, Fine, Medium",New,LAMY,Fountain Pens,White/Ivory,No,Lacquered metal,Capless,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Metal,Two-Tone,14kt Gold,No,Yes,Silver,13.6mm (0.5in),13.6mm (0.5in),,13.6mm (0.5in),139mm (5.5in),,16.3mm (0.6in),139mm (5.5in),,47g (1.7oz),,47g (1.7oz),,1.58ml,1.10ml,,,"
The LAMY Dialog 3 is a revolutionary fountain pen without a cap. Thanks to a fascinating twist mechanism the nib slides elegantly out of the interior of the barrel, while the clip retracts onto the shell. The twist-action fountain pen is then ready to write. When the fountain pen is twisted closed, a ball valve automatically moves in front of the opening and protects the retracted nib from drying out and getting dirty. The clip lifts up and the fountain pen can be clipped into a pocket or bag. This shiny white fountain pen comes with a smooth interchangeable two-tone 14K gold nib. It comes with a blue LAMY ink cartridge and a Z27 converter to get you started writing right away! Note: To ensure quality performance, LAMY tests their pens as a final step in manufacturing. If you happen to see any residual blue ink, rest assured that this is normal.
Click here to shop all compatible LAMY ink cartridges.
"
547,547,https://www.gouletpens.com/collections/all-fountain-pens/products/monteverde-rodeo-drive-fountain-pen-iridescent-purple,MV42167-BN,Monteverde Rodeo Drive Fountain Pen - Iridescent Purple,True,$68.00,"Extra-Fine, Fine, Medium",New,Monteverde,Fountain Pens,Purple,No,Lacquered brass,Screw-cap,"Bottled inks, Standard international short cartridges, Standard international long cartridges","Cartridge, Converter",Metal,Silver,Steel,Yes,No,Silver,12.6mm (0.50in),14.0mm (0.55in),18.4mm (0.72in),8.7mm (0.34in),130.7mm (5.15in),58.6mm (2.31in),23.5mm (0.93in),138.3mm (5.44in),160.2mm (6.31in),28.0g (0.99oz),11.0g (0.39oz),39.0g (1.38oz),,1.64ml,1.06ml,,1.25,"
Monteverde USA is back and more exquisite than ever with the Rodeo Drive collection. When simplicity and elegance join together, the result is an alluring pen made from state of the art materials. The Rodeo Drive drew inspiration from the glamor of Beverly Hills lifestyle. Each pen is crafted in brass, enhanced with hand-made metallic lacquer, and accentuated with chrome creating a captivating writing instrument. Ergonomically balanced, a joy to own, and ideal for pocket, briefcase, purse, or desk, your collection won’t be complete without Rodeo Drive.
This pearlescent lavender purple fountain pen has a textured cap, a silver #6 Bock steel nib (a Goulet exclusive offering!), and fills via standard international ink cartridges or converter (included). To post this pen, the cap requires a strong downward twist to seat it securely.
Click to shop all compatible short or long standard international ink cartridges.
"
548,548,https://www.gouletpens.com/collections/all-fountain-pens/products/kaweco-supra-fountain-pen-brass,KAW-10001001,Kaweco Supra Fountain Pen - Brass,True,$130.00,"Extra-Fine, Fine, Medium, Broad",New,Kaweco,Fountain Pens,Brass,No,Brass,Screw-cap,"Bottled Ink, Standard international short cartridges, Standard international long cartridges","Cartridge, Converter",Brass,Silver,Steel,Yes,No,,12.1mm (0.48in),12.1mm (0.48in),,9.7mm (0.38in),124.2mm (4.89in),47.0mm (1.85in),23.0mm (0.91in),129.4mm (5.09in),163.8mm (6.45in),42.0g (1.48oz),10.0g (0.35oz),52.0g (1.83oz),,1.64ml,1.10ml,,3.75,"
The Kaweco Supra fountain pen is the big brother of the Liliput and a quick-change artist. A connector piece transforms this pen from a cartridge-only pocket pen to a full-sized converter-accepting pen. The fountain pen's weight and length can be adjusted to meet the individual needs of its user. The minimalistic design is reminiscent of Bauhaus and Braun.

This fountain pen is made entirely out of brass. Brass will become tarnished when in use and develop an individual patina over time. The well-known ECO brass (brass manufactured by the Wieland Werke in Ulm) is lead-free. 

It comes with a larger #6 Bock stainless steel nib and an ink cartridge to get you started writing right away! The cap screws on to the back to post securely, and it accepts short standard international cartridges. Standard international converter is available separately. It comes packaged in a tin box.Click to shop all compatible short or long standard international ink cartridges.
"
549,549,https://www.gouletpens.com/collections/all-fountain-pens/products/monteverde-rodeo-drive-fountain-pen-iridescent,MV42157-BN,Monteverde Rodeo Drive Fountain Pen - Iridescent,True,$68.00,"Extra-Fine, Fine, Medium",New,Monteverde,Fountain Pens,White,No,Lacquered brass,Screw-cap,"Bottled inks, Standard international short cartridges, Standard international long cartridges","Cartridge, Converter",Metal,Silver,Steel,Yes,No,Silver,12.6mm (0.50in),14.0mm (0.55in),18.4mm (0.72in),8.7mm (0.34in),130.7mm (5.15in),58.6mm (2.31in),23.5mm (0.93in),138.3mm (5.44in),160.2mm (6.31in),28.0g (0.99oz),11.0g (0.39oz),39.0g (1.38oz),,1.64ml,1.06ml,,1.25,"
Monteverde USA is back and more exquisite than ever with the Rodeo Drive collection. When simplicity and elegance join together, the result is an alluring pen made from state of the art materials. The Rodeo Drive drew inspiration from the glamor of Beverly Hills lifestyle. Each pen is crafted in brass, enhanced with hand-made metallic lacquer, and accentuated with chrome creating a captivating writing instrument. Ergonomically balanced, a joy to own, and ideal for pocket, briefcase, purse, or desk, your collection won’t be complete without Rodeo Drive.
This pearlescent white fountain pen with a subtle pink hue has a textured cap, a silver #6 Bock steel nib, and fills via standard international ink cartridges or converter (included). To post this pen, the cap requires a strong downward twist to seat it securely.
Click to shop all compatible short or long standard international ink cartridges.
"
550,550,https://www.gouletpens.com/collections/all-fountain-pens/products/diplomat-magnum-fountain-pen-pearl-white,DP-D40901023,Diplomat Magnum Fountain Pen - Pearl White,True,$21.60,"Fine, Medium, Broad",New,Diplomat,Fountain Pens,White,No,Resin,Snap-cap,"Bottled Inks, Standard international long cartridges, Standard international short cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Silver,11.5mm (0.45in),12.2mm (0.48in),15.5mm (0.61in),8.3mm (0.33in),123.9mm (4.88in),52.0mm (2.05in),17.1mm (0.67in),133.3mm (5.25in),151.7mm (5.97in),7.0g (0.25oz),7.0g (0.25oz),14.0g (0.49oz),,1.52ml,0.55ml,,,"
New color for 2019! This white resin Magnum fountain pen is one of Diplomat’s most affordable offerings. The special no-slip lacquer gives the body a soft touch, and it has a black ergonomic grip section. It comes equipped with a smooth writing JoWo stainless steel nib, has matte chrome trim, and fills via standard international cartridge/converter (both are included).
Click to shop all compatible short or long standard international ink cartridges.
"
551,551,https://www.gouletpens.com/collections/all-fountain-pens/products/visconti-mirage-fountain-pen-coral,VI-KP09-04-FP-F,Visconti Mirage Fountain Pen - Coral,True,$127.20,"Fine, Medium, Broad",New,Visconti,Fountain Pens,Red,No,Resin,Magnetic cap,"Bottled inks, Standard international short cartridges, Standard international long cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Silver,14.8mm (0.58 in),15.1mm (0.59 in),18.0mm (0.71 in),10.5mm (0.41 in),121.3mm (4.78 in),63.2mm (2.49 in),16.4mm (0.65 in),137.8mm (5.43 in),157.4mm (6.20 in),16.0g (0.56 oz),12.0g (0.42 oz),28.0g (0.99 oz),,1.64ml,1.10ml,,,"
To celebrate their 30th anniversary, Visconti is pleased to launch this newest, most affordable regular edition fountain pen collection: the Mirage. Completely made in Florence, Italy, this fountain pen features a nice modern design with all new colors. The Coral resin has orange and red swirls. The grip section is made of vegetal resin for a comfortable feeling while writing. The fluidity of the pen is disrupted by hollowed grooves in the body, giving the feel of a “mirage” or an optical illusion. It features Visconti’s new steel nib which writes beautifully. A converter is included, and it also accepts standard international short or long cartridges.Visconti is a brand leader in the design and production of pens that use colors and shapes to reference art, and technological know-how in the treatment of color shades, such as the iconic Rembrandt and Van Gogh collections. The Mirage collection takes another step ahead: even its name declares that art is also a wonderful illusion, not just an imitation, that beauty can be a mirage, of which we can enjoy. This pen is made in a material whose reflections, highlighted by the hollows which originate continuous light effects, create an elusive and illusive object. It is modern in its iridescent lightness: like a great artist Marcel Duchamp declared more than 50 years ago: ""Let's enjoy with the beauty of the mirage, because this is what remains to us.”This Mirage pen introduces, in addition to a new shape with a modern design, two important innovations for the Visconti production: a new clip, whose manufacturing accentuates the three-dimensionality of the object, and the My Pen System which is not on the cap, but on the bottom of the body, in order to leave in a full view the style of the clip, which ""cuts"" the cap with its metal structure.
You can customize this pen with the magnetized MyPen System. We offer natural stones that you can swap into the finial in place of the Visconti logo coin.

We do our best to photograph the pens to show how they will appear in person, but due to the nature of the material, expect some variation in the pattern from what you see here.

Please note you may receive a push-in style converter instead of the Visconti Deluxe Converter pictured.
Click to shop all compatible short or long standard international ink cartridges.
"
552,552,https://www.gouletpens.com/collections/all-fountain-pens/products/visconti-medici-fountain-pen-rose-gold,VI-KP17-03-FP-EF,Visconti Medici Fountain Pen - Rose Sovrano,True,$700.00,"Extra-Fine, Fine, Medium, Broad, 1.3mm Stub",New,Visconti,Fountain Pens,Brown,No,Acrosilk,Hook Safe Lock,Bottled inks,Power Filler,Acrosilk,Rose Gold,23kt Palladium,Yes,No,Rose Gold,14.4mm (0.57in),16.1mm (0.63in),20.2mm (0.80in),10.9mm (0.43in),131.8mm (5.19in),60.0mm (2.36in),23.8mm (0.94in),146.2mm (5.76in),169.0mm (6.65in),26.0g (0.92oz),15.0g (0.53oz),41.0g (1.45oz),1.76ml,,,,0.25,"
Made with a brand new material called Acrosilk, the Visconti Medici fountain pen is an 8-sided, oversized fountain pen designed to invoke the spirit of the Medici mansions of Florence. Trimmed with rose gold, this regular edition fountain pen utilizes Visconti’s power filler mechanism and is fitted with an oversized 23k Palladium Dreamtouch nib plated in rose gold. The Medici is the perfect combination of innovative materials and proven designs.

You cannot learn the history of Florence without hearing about the much celebrated Medici family. The family was a noble house that stood out for their political, financial, and cultural influence on the city of Florence. Most of all, the Medici family was known for their passionate contributions to the development of Humanism and the Italian Renaissance. Predominantly bankers, the family owned one of the largest and most respected banks in Europe at the time. The Medici family were avid patrons of the arts and served as the patron for many artists, including Brunelleschi, Donatello, Raphael, Michelangelo and Leonardo da Vinci. It was during the Medici’s patronage that da Vinci illustrated Luca Pacioli’s The Divine Proportion which described the formula for geometric relationships that are pleasing to the eye. Thus, this pen is a tribute to one of the greatest dynasties in Italian history.
The Medici pens feature an eight-sided facet design, modeled after the Florentine baptistery, a religious place and symbol of the city's glorious past. The body of the pens are enhanced by the Lily emblem (fleur de lis) engraved on the center band that pays homage to the city of Florence.
To capture the essence of the materials used in the Medici villas, Visconti sought out a new material, something that would be reminiscent of these princely Italian mansions. They created a new material by combining acrylic resin and silk fibers and called it Acrosilk. The Acrosilk in the Medici is deep brown with flecks of a lighter, golden brown, reminiscent of the wood used to construct its namesake’s luxury villas. The Medici family crest is engraved into the gold-plated trim, completing Visconti’s tribute to the Medicis.
This fountain pen comes in a gift box with a manual and is covered by Visconti’s 2-year warranty.
"
553,553,https://www.gouletpens.com/collections/all-fountain-pens/products/visconti-breeze-fountain-pen-mandarin,VI-KP08-03-FP-F,Visconti Breeze Fountain Pen - Mandarin,True,$96.00,"Fine, Medium, Broad",New,Visconti,Fountain Pens,Orange,No,Resin,Magnetic cap,"Bottled inks, Standard international short cartridges, Standard international long cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Silver,13.0mm (0.51in),14.2mm (0.56in),18.8mm (0.74in),10.3mm (0.41in),122.3mm (4.81in),59.0mm (2.32in),16.3mm (0.64in),141.1mm (5.56in),163.9mm (6.45in),19.0g (0.67oz),10.0g (0.35oz),29.0g (1.02oz),,1.58ml,1.04ml,,,"

The Breeze launches as Visconti's newest entry level price point, a considerable achievement considering that the pen is entirely made in Visconti's factory in Florence, Italy. This neon orange fountain pen features Visconti’s new steel nib which writes beautifully. A converter is included, and it also accepts standard international short or long cartridges.
Available in 6 fluorescent colors, the Breeze makes a bold statement, with its outstanding performance and affordable price. Visconti was inspired to create an innovative and stylish luxury writing instrument at a more accessible price point for the new generation of pen lovers that demand style, quality and functionality in a pen. The result is a truly outstanding writing instrument. A collection with a modern edge and as its name implies, the Breeze offers a fresh perspective. The collection is available in six new vibrant color palettes: Cherry, Mandarin, Lemon, Lime, Blueberry and Plum.
The shape of the Breeze reminds us of Visconti's iconic torpedo design, used in pens such as the Rembrandt and original Van Gogh, but with a few notable differences. Visconti has added some unique new and improved features:

Pen band: The name of the pen is beautifully engraved on the band. For the first time, Visconti has added the band to the pen's body giving a fresh new look.
Pen grip: The grip is made from vegetal resin, the same material as the pen itself. This offers a comfortable writing experience and additional aesthetic appeal with no interruption between the pen's body and cap.
Magnetic closure: The security of the magnetic locking system has been further improved with guidance grooves, resulting in a cap that does not rotate or move once capped.
New steel nib: German made, smooth and precise to write with. The design has the perfect amount of width variation between nib sizes. Available in fine, medium, and broad.
New clip: Visconti has re-engineered its iconic pen clip, to give the same stylish look with improved functionality.

Please note that we do our best to photograph the pens to show how they will appear in person, but due to the nature of the material, expect some variation in the pattern from what you see here.
Click to shop all compatible short or long standard international ink cartridges.
"
554,554,https://www.gouletpens.com/collections/all-fountain-pens/products/opus-88-demonstrator-fountain-pen-red,OP-96085505F,Opus 88 Demonstrator Fountain Pen - Red,True,$120.00,"Extra-Fine, Fine, Medium, Broad, 1.5mm Stub",New,Opus 88,Fountain Pens,Red,Yes,Resin,Screw-cap,Bottled inks,Eyedropper,Resin,Silver,Steel,No,No,Black,14.9mm (0.59in),16.5mm (0.65in),21.0mm (0.83in),11.0mm (0.43in),136.5mm (5.37in),63.6mm (2.50in),23.0mm (0.91in),147.6mm (5.81in),,17.0g (0.60oz),10.0g (0.35oz),27.0g (0.95oz),,,,3.56ml,4,"

The Opus 88 Demonstrator fountain pen is truly unique writing instrument. This large non-postable pen is a eyedropper-filled pen with a piston operated shut-off valve. Featuring a translucent red resin, this pen’s design stands on its own. It has a sleek black clip and a silver stainless steel #6 JoWo nib and includes a glass eyedropper to fill the pen with your favorite ink.An ebonite piston and rubber gasket seals the feed off from the barrel when fully depressed, reducing the risk of leakage and burping. By unscrewing the blind cap and loosening the rod at the rear of the barrel, you open up the ink flow to the feed. During long writing sessions, leave the shut-off valve open to take advantage of the impressive ink capacity. Having a translucent pen body allows you to see both your current ink level and your nib while capped.
"
